-92.8522, 209.543
-91.984, 204.619
-89.9503, 209.187
-94.6779, 207.559
-91.1423, 204.023
-95.9486, 205.401
-92.1751, 208.682
-88.5784, 205.208
-90.6121, 209.776
-95.3397, 208.148
-90.4882, 206.939
-95.1241, 205.066
-90.5564, 207.099
-95.2243, 205.307
-93.0324, 209.801
-89.2589, 206.521
-93.7139, 204.251
-93.4522, 209.244
-92.2426, 204.393
-88.4124, 207.607
-92.6058, 204.884
-88.0032, 206.837
-92.6058, 204.884
-88.5607, 207.823
-93.3422, 206.361
-91.0722, 210.816
-95.64, 208.782
-92.1667, 205.185
-88.3365, 208.399
-91.1324, 204.254
-95.1775, 207.193
-90.575, 205.239
-95.1775, 207.193
-92.0309, 203.307
-87.6162, 205.655
-88.6557, 210.545
-93.1497, 208.354
-92.1101, 203.463
-89.535, 207.749
-89.6222, 202.749
-94.6154, 203.011
-90.5703, 205.95
-95.3766, 207.328
-91.5464, 204.114
-93.3382, 208.782
-89.8649, 205.185
-90.4743, 210.148
-95.4469, 209.626
-95.0981, 204.638
-91.2124, 207.784
-94.9281, 204.439
-89.9403, 204.787
-90.0275, 209.787
-90.8097, 204.848
-94.9549, 207.644
-91.4193, 204.109
-91.8551, 209.09
-95.3284, 205.493
-94.6325, 210.444
-90.0648, 208.411
-90.3265, 203.417
-94.7815, 205.687
-93.0714, 210.386
-88.6164, 208.116
-89.826, 203.264
-90.0005, 208.261
-94.3306, 205.761
-90.3375, 208.77
-95.119, 207.309
-93.0059, 202.777
-88.0675, 203.559
-92.0075, 206.638
-90.7134, 201.808
-91.4093, 206.759
-96.3, 205.72
-92.89, 209.376
-88.6967, 206.653
-92.7924, 203.785
-87.7993, 204.047
-90.0692, 208.502
-94.6718, 206.548
-91.5252, 202.663
-91.9609, 207.644
-89.2377, 203.45
-94.2256, 203.799
-93.7898, 208.78
-88.9383, 207.57
-93.0341, 204.703
-91.2422, 209.371
-95.7362, 207.179
-93.0866, 202.938
-92.2184, 207.862
-90.2647, 203.26
-95.2617, 203.434
-92.0477, 207.265
-87.633, 204.917
-91.2898, 208.327
-96.1979, 207.373
-95.4157, 202.435
-91.0856, 204.935
-93.5856, 209.265
-88.8871, 207.555
-92.9322, 204.616
-90.5849, 209.031
-92.9322, 204.616
-92.3229, 209.579
-88.9129, 205.922
-90.623, 210.62
-93.5619, 206.575
-92.9526, 201.613
-92.5168, 206.593
-92.168, 201.606
-87.6003, 203.639
-92.2682, 205.431
-89.8441, 209.804
-91.7172, 205.168
-96.2849, 207.202
-93.0709, 203.372
-88.1196, 204.068
-91.3335, 207.898
-95.7886, 205.628
-95.4398, 210.616
-90.6583, 209.154
-95.549, 208.114
-90.9813, 206.081
-95.9326, 206.777
-95.7581, 201.78
-92.9622, 205.925
-88.7688, 208.648
-89.2046, 203.667
-90.8324, 208.395
-95.56, 206.767
-92.9104, 202.527
-91.8708, 207.417
-96.2856, 205.07
-92.4554, 208.284
-87.9614, 206.092
-88.9154, 211
-91.2628, 206.585
-93.1358, 201.949
-93.0486, 206.949
-88.5546, 204.757
-92.6998, 207.553
-92.5253, 202.556
-92.438, 207.555
-87.7701, 205.763
-92.406, 207.636
-90.6959, 202.938
-95.5867, 203.977
-90.6482, 204.76
-95.6414, 205.021
-93.6877, 209.624
-92.7337, 204.716
-88.0352, 206.426
-92.9434, 207.38
-89.0033, 204.301
-90.4652, 209.083
-95.337, 207.958
-90.843, 205.766
-91.6252, 210.705
-95.6703, 207.766
-93.0951, 203.48
-90.5951, 207.81
-91.8047, 202.959
-96.8039, 203.046
-96.4552, 208.034
-95.077, 203.227
-90.1142, 203.837
-94.7821, 205.629
-94.2595, 210.601
-93.2199, 205.711
-88.6884, 207.824
-91.5563, 203.728
-93.1014, 208.483
-91.5563, 203.728
-96.5373, 204.164
-92.8805, 207.574
-92.1846, 202.622
-87.1854, 202.71
-92.015, 204.004
-89.2918, 208.197
-92.3701, 204.257
-88.7734, 207.73
-92.8692, 204.862
-87.8722, 205.037
-92.763, 206.076
-90.0398, 210.27
-94.8913, 209.06
-89.9528, 208.278
-94.9155, 207.669
-92.3404, 203.383
-90.7125, 208.11
-91.4084, 203.159
-94.4174, 207.152
-89.4934, 206.284
-91.7634, 210.739
-94.1874, 206.366
-89.2148, 206.889
-91.5622, 202.474
-95.2189, 205.884
-90.222, 206.058
-93.3686, 209.944
-89.8953, 206.347
-94.0886, 209.071
-89.0917, 208.896
-93.2369, 206.1
-88.3461, 207.14
-93.014, 205.348
-88.6839, 207.848
-93.6717, 207.499
-91.0221, 203.259
-93.6717, 207.499
-90.6626, 203.506
-94.3194, 206.916
-94.1449, 201.919
-90.3147, 205.133
-91.5243, 209.984
-95.7177, 207.261
-92.5711, 203.375
-89.8479, 207.569
-93.8929, 204.63
-93.4572, 209.611
-93.1084, 204.623
-92.3262, 209.561
-87.5199, 208.183
-89.9439, 203.81
-93.6007, 207.22
-91.2534, 202.805
-91.6021, 207.793
-96.3574, 206.248
-95.4034, 211.156
-90.5519, 209.947
-93.4198, 205.851
-91.5467, 210.487
-91.7212, 205.49
-95.0015, 209.263
-90.0934, 208.309
-90.4422, 203.322
-93.3811, 207.367
-92.0029, 202.56
-88.5296, 206.157
-92.9847, 208.427
-91.1116, 203.791
-94.0506, 207.836
-93.1823, 202.912
-88.6884, 205.104
-90.5614, 209.74
-93.5705, 205.747
-93.1347, 210.728
-92.9602, 205.731
-88.1787, 207.193
-90.0517, 202.557
-94.0449, 205.566
-93.6091, 210.547
-89.7789, 207.333
-90.3882, 202.37
-91.2565, 207.294
-96.2557, 207.207
-91.841, 204.86
-95.1213, 208.633
-93.9116, 203.782
-89.2757, 205.655
-90.7376, 210.436
-93.9515, 206.606
-91.4515, 202.276
-94.8615, 205.933
-94.2522, 210.895
-91.3132, 206.85
-95.6434, 204.35
-92.2977, 208.066
-91.173, 203.194
-91.4346, 208.187
-96.1025, 206.395
-91.2307, 207.52
-94.0267, 203.375
-92.5648, 208.156
-92.4775, 203.157
-87.9836, 205.349
-90.0966, 209.881
-92.9645, 205.785
-89.0788, 208.931
-93.6103, 206.818
-88.8288, 205.357
-89.0033, 210.353
-89.3521, 205.366
-94.3513, 205.453
-92.4783, 210.089
-87.4791, 210.002
-91.8092, 207.502
-94.6052, 203.356
-94.2564, 208.344
-91.909, 203.929
-95.123, 207.76
-90.2148, 206.806
-94.3106, 203.938
-90.775, 207.473
-94.8708, 204.605
-91.3353, 208.141
-96.0629, 206.513
-95.2807, 201.575
-94.8449, 206.556
-90.7998, 203.617
-91.582, 208.555
-92.3642, 203.617
-88.0783, 206.192
-90.9462, 210.288
-94.3562, 206.631
-89.6577, 204.921
-93.7535, 207.789
-90.218, 204.253
-94.5038, 206.828
-93.7216, 201.89
