0, 0
-4.98097, 0.435779
-6.10573, 5.30763
-9.25233, 9.19336
-11.9755, 13.3867
-15.5111, 16.9222
-20.4495, 17.7044
-20.7983, 22.6922
-22.2601, 27.4738
-26.928, 29.2656
-29.198, 33.7206
-34.1858, 34.0694
-35.2254, 38.9602
-37.8006, 43.246
-41.4573, 46.656
-44.5356, 50.596
-46.1635, 55.3236
-49.3774, 59.1539
-54.3159, 59.936
-55.61, 64.7657
-56.564, 69.6738
-60.7574, 72.397
-64.8531, 75.2649
-66.645, 79.9328
-68.0231, 84.7391
-70.8191, 88.8843
-74.2924, 92.481
-77.3015, 96.4741
-81.4467, 99.2701
-84.2426, 103.415
-86.9658, 107.609
-91.5336, 109.642
-92.0562, 114.615
-89.9431, 119.146
-90.0304, 124.146
-93.1087, 128.086
-92.0691, 132.977
-91.1151, 137.885
-95.6828, 139.918
-94.1377, 144.674
-89.5018, 146.547
-89.6763, 151.544
-91.8682, 156.038
-95.8613, 159.047
-95.5997, 164.04
-90.6187, 164.476
-92.8886, 168.931
-87.8917, 169.105
-88.3275, 174.086
-92.8952, 176.12
-88.2273, 177.912
-92.0008, 181.192
-87.6707, 183.692
-92.1257, 185.962
-89.5506, 190.248
-94.1183, 192.281
-91.6183, 196.611
-96.4901, 197.736
-93.3435, 201.622
-89.4035, 204.7
-93.2337, 207.914
-93.2337, 202.914
-92.1089, 207.786
-90.0753, 203.218
-90.0753, 208.218
-94.7112, 206.345
-91.4972, 210.176
-94.2932, 206.03
-90.0074, 208.606
-94.1526, 205.81
-90.4958, 209.22
-95.1943, 207.509
-92.6191, 203.224
-89.8231, 207.369
-94.7615, 206.587
-90.3884, 204.163
-95.2603, 205.287
-90.3218, 206.07
-95.1034, 207.531
-92.9115, 203.037
-88.2131, 204.747
-92.2062, 207.757
-89.2673, 203.711
-90.9774, 208.41
-93.3248, 203.995
-91.0548, 208.45
-92.3489, 203.621
-87.5193, 204.915
-90.9293, 208.571
-93.7971, 204.476
-93.015, 209.414
-92.8405, 204.417
-89.7622, 208.357
-91.1404, 203.551
-94.1494, 207.544
-89.5135, 205.671
-94.295, 207.133
-93.9463, 202.145
-89.0555, 203.185
-93.837, 204.647
-88.8743, 205.256
-93.8469, 205.779
-89.2792, 207.812
-94.1873, 206.858
-91.6121, 202.572
-95.0854, 206.169
-93.2936, 210.837
-92.4253, 205.913
-88.5951, 209.127
-91.534, 205.082
-94.1836, 209.322
-92.6386, 204.567
-88.0026, 206.44
-91.3483, 210.155
-92.1305, 205.217
-88.0347, 208.085
-92.5663, 205.972
-88.1112, 208.242
-90.3812, 203.787
-91.5059, 208.659
-91.9417, 203.678
-88.8634, 207.618
-91.5866, 203.424
-95.8268, 206.074
-95.2175, 211.037
-91.2774, 207.958
-93.4693, 203.464
-90.8941, 207.75
-92.8478, 203.148
-90.0518, 207.293
-92.775, 203.099
-91.1472, 207.827
-92.3568, 202.976
-88.1165, 205.625
-93.1158, 205.712
-91.2427, 210.348
-95.8786, 208.475
-91.9929, 205.329
-89.054, 209.374
-94.0266, 208.851
-89.0456, 208.415
-94.0388, 208.154
-89.148, 207.114
-93.7506, 205.161
-88.778, 205.683
-93.1081, 208.183
-88.5404, 206.149
-90.7322, 210.643
-94.2055, 207.047
-91.4823, 202.853
-93.1101, 207.581
-92.328, 202.643
-91.5458, 207.581
-94.5549, 203.588
-91.0193, 207.123
-92.8112, 202.455
-88.7661, 205.394
-93.7174, 206.09
-90.9215, 210.235
-91.7036, 205.297
-94.4996, 209.442
-93.3748, 204.57
