Target Distance: 20, Step Size: 0.001
543: (x,y) = (0.326415, 0.361608)
544: (x,y) = (0.32717, 0.362265)
545: (x,y) = (0.327715, 0.363103)
546: (x,y) = (0.328481, 0.363746)
547: (x,y) = (0.329442, 0.364022)
548: (x,y) = (0.330325, 0.364491)
549: (x,y) = (0.331102, 0.36512)
550: (x,y) = (0.331868, 0.365763)
551: (x,y) = (0.332829, 0.366039)
552: (x,y) = (0.333775, 0.366364)
553: (x,y) = (0.334695, 0.366755)
554: (x,y) = (0.33473, 0.367754)
555: (x,y) = (0.335596, 0.368254)
556: (x,y) = (0.335855, 0.36922)
557: (x,y) = (0.336046, 0.370202)
558: (x,y) = (0.336675, 0.370979)
559: (x,y) = (0.336728, 0.371978)
560: (x,y) = (0.337537, 0.372566)
561: (x,y) = (0.338006, 0.373449)
562: (x,y) = (0.338622, 0.374237)
563: (x,y) = (0.338639, 0.375236)
564: (x,y) = (0.339566, 0.375611)
565: (x,y) = (0.340528, 0.375887)
566: (x,y) = (0.341494, 0.376145)
567: (x,y) = (0.341978, 0.37702)
568: (x,y) = (0.342877, 0.377458)
569: (x,y) = (0.343347, 0.378341)
570: (x,y) = (0.344298, 0.37865)
571: (x,y) = (0.345146, 0.37918)
572: (x,y) = (0.345877, 0.379862)
573: (x,y) = (0.346872, 0.379967)
574: (x,y) = (0.347197, 0.380912)
575: (x,y) = (0.347929, 0.381594)
576: (x,y) = (0.348856, 0.381969)
577: (x,y) = (0.34931, 0.38286)
578: (x,y) = (0.350004, 0.383579)
579: (x,y) = (0.350862, 0.384094)
580: (x,y) = (0.351856, 0.384199)
581: (x,y) = (0.352685, 0.384758)
582: (x,y) = (0.352772, 0.385754)
583: (x,y) = (0.353226, 0.386645)
584: (x,y) = (0.353756, 0.387493)
585: (x,y) = (0.354315, 0.388322)
586: (x,y) = (0.35531, 0.388427)
587: (x,y) = (0.355552, 0.389397)
588: (x,y) = (0.355926, 0.390324)
589: (x,y) = (0.356872, 0.39065)
590: (x,y) = (0.357872, 0.39065)
591: (x,y) = (0.35866, 0.391266)
592: (x,y) = (0.359469, 0.391853)
593: (x,y) = (0.360439, 0.392095)
594: (x,y) = (0.361437, 0.392165)
595: (x,y) = (0.362203, 0.392808)
596: (x,y) = (0.363184, 0.392999)
597: (x,y) = (0.363904, 0.393693)
598: (x,y) = (0.364179, 0.394655)
599: (x,y) = (0.365145, 0.394913)
600: (x,y) = (0.36525, 0.395908)
601: (x,y) = (0.365285, 0.396907)
602: (x,y) = (0.366205, 0.397298)
603: (x,y) = (0.366547, 0.398238)
604: (x,y) = (0.366772, 0.399212)
605: (x,y) = (0.367712, 0.399554)
606: (x,y) = (0.368668, 0.399846)
607: (x,y) = (0.369091, 0.400753)
608: (x,y) = (0.369247, 0.40174)
609: (x,y) = (0.369821, 0.40256)
610: (x,y) = (0.370516, 0.403279)
611: (x,y) = (0.370603, 0.404275)
612: (x,y) = (0.371103, 0.405141)
613: (x,y) = (0.371378, 0.406102)
614: (x,y) = (0.372166, 0.406718)
615: (x,y) = (0.372253, 0.407714)
616: (x,y) = (0.372288, 0.408714)
617: (x,y) = (0.372711, 0.40962)
618: (x,y) = (0.373681, 0.409862)
619: (x,y) = (0.37468, 0.409914)
620: (x,y) = (0.375309, 0.410691)
621: (x,y) = (0.375794, 0.411566)
622: (x,y) = (0.3767, 0.411989)
623: (x,y) = (0.377548, 0.412519)
624: (x,y) = (0.377955, 0.413432)
625: (x,y) = (0.37894, 0.413606)
626: (x,y) = (0.37991, 0.413848)
627: (x,y) = (0.379928, 0.414848)
628: (x,y) = (0.380557, 0.415625)
629: (x,y) = (0.381497, 0.415967)
630: (x,y) = (0.382495, 0.416019)
631: (x,y) = (0.382669, 0.417004)
632: (x,y) = (0.383535, 0.417504)
633: (x,y) = (0.384531, 0.417591)
634: (x,y) = (0.38534, 0.418179)
635: (x,y) = (0.386291, 0.418488)
636: (x,y) = (0.387266, 0.418713)
637: (x,y) = (0.387853, 0.419522)
638: (x,y) = (0.388805, 0.419831)
639: (x,y) = (0.389243, 0.42073)
640: (x,y) = (0.389925, 0.421461)
641: (x,y) = (0.390895, 0.421703)
642: (x,y) = (0.391103, 0.422681)
643: (x,y) = (0.392002, 0.423119)
644: (x,y) = (0.39236, 0.424053)
645: (x,y) = (0.392976, 0.424841)
646: (x,y) = (0.393383, 0.425755)
647: (x,y) = (0.393573, 0.426736)
648: (x,y) = (0.39453, 0.427029)
649: (x,y) = (0.395359, 0.427588)
