Target Distance: 20, Step Size: 0.001
5076: (x,y) = (3.22392, 3.23282)
5077: (x,y) = (3.22415, 3.2338)
5078: (x,y) = (3.22432, 3.23478)
5079: (x,y) = (3.22485, 3.23563)
5080: (x,y) = (3.22487, 3.23663)
5081: (x,y) = (3.22524, 3.23756)
5082: (x,y) = (3.22545, 3.23854)
5083: (x,y) = (3.22615, 3.23925)
5084: (x,y) = (3.22672, 3.24007)
5085: (x,y) = (3.22682, 3.24107)
5086: (x,y) = (3.22725, 3.24197)
5087: (x,y) = (3.22793, 3.24271)
5088: (x,y) = (3.22864, 3.24341)
5089: (x,y) = (3.22876, 3.24441)
5090: (x,y) = (3.2293, 3.24524)
5091: (x,y) = (3.22989, 3.24605)
5092: (x,y) = (3.23003, 3.24704)
5093: (x,y) = (3.23083, 3.24765)
5094: (x,y) = (3.23104, 3.24862)
5095: (x,y) = (3.23154, 3.24949)
5096: (x,y) = (3.23204, 3.25036)
5097: (x,y) = (3.23303, 3.25046)
5098: (x,y) = (3.23367, 3.25123)
5099: (x,y) = (3.23419, 3.25208)
5100: (x,y) = (3.23488, 3.2528)
5101: (x,y) = (3.23588, 3.25282)
5102: (x,y) = (3.23641, 3.25367)
5103: (x,y) = (3.23733, 3.25406)
5104: (x,y) = (3.23742, 3.25505)
5105: (x,y) = (3.23766, 3.25603)
5106: (x,y) = (3.23864, 3.25623)
5107: (x,y) = (3.23873, 3.25723)
5108: (x,y) = (3.23971, 3.25742)
5109: (x,y) = (3.24052, 3.25801)
5110: (x,y) = (3.24062, 3.259)
5111: (x,y) = (3.24152, 3.25944)
5112: (x,y) = (3.2424, 3.25991)
5113: (x,y) = (3.24306, 3.26066)
5114: (x,y) = (3.24405, 3.26082)
5115: (x,y) = (3.24465, 3.26162)
5116: (x,y) = (3.24528, 3.2624)
5117: (x,y) = (3.24587, 3.26321)
5118: (x,y) = (3.24673, 3.26371)
5119: (x,y) = (3.2477, 3.26395)
5120: (x,y) = (3.24811, 3.26486)
5121: (x,y) = (3.2491, 3.26497)
5122: (x,y) = (3.25004, 3.26532)
5123: (x,y) = (3.25016, 3.26632)
5124: (x,y) = (3.25098, 3.26689)
5125: (x,y) = (3.25185, 3.26738)
5126: (x,y) = (3.25235, 3.26824)
5127: (x,y) = (3.25298, 3.26902)
5128: (x,y) = (3.25341, 3.26992)
5129: (x,y) = (3.25342, 3.27092)
5130: (x,y) = (3.25442, 3.27101)
5131: (x,y) = (3.25539, 3.27124)
5132: (x,y) = (3.25621, 3.27181)
5133: (x,y) = (3.25625, 3.27281)
5134: (x,y) = (3.25678, 3.27366)
5135: (x,y) = (3.25712, 3.2746)
5136: (x,y) = (3.25759, 3.27548)
5137: (x,y) = (3.25859, 3.27553)
5138: (x,y) = (3.2595, 3.27594)
5139: (x,y) = (3.26039, 3.27641)
5140: (x,y) = (3.26097, 3.27722)
5141: (x,y) = (3.26101, 3.27822)
5142: (x,y) = (3.26111, 3.27921)
5143: (x,y) = (3.26208, 3.27947)
5144: (x,y) = (3.2628, 3.28017)
5145: (x,y) = (3.26334, 3.281)
5146: (x,y) = (3.26363, 3.28196)
5147: (x,y) = (3.26425, 3.28275)
5148: (x,y) = (3.26428, 3.28375)
5149: (x,y) = (3.26454, 3.28471)
5150: (x,y) = (3.2649, 3.28565)
5151: (x,y) = (3.26497, 3.28665)
5152: (x,y) = (3.26525, 3.28761)
5153: (x,y) = (3.26582, 3.28843)
5154: (x,y) = (3.26682, 3.28851)
5155: (x,y) = (3.2669, 3.28951)
5156: (x,y) = (3.2679, 3.28956)
5157: (x,y) = (3.2685, 3.29036)
5158: (x,y) = (3.26927, 3.291)
5159: (x,y) = (3.26932, 3.292)
5160: (x,y) = (3.26941, 3.293)
5161: (x,y) = (3.27007, 3.29375)
5162: (x,y) = (3.27017, 3.29475)
5163: (x,y) = (3.27105, 3.29522)
5164: (x,y) = (3.27205, 3.29527)
5165: (x,y) = (3.27291, 3.29578)
5166: (x,y) = (3.27354, 3.29656)
5167: (x,y) = (3.27421, 3.2973)
5168: (x,y) = (3.27489, 3.29804)
5169: (x,y) = (3.27506, 3.29902)
5170: (x,y) = (3.2759, 3.29957)
5171: (x,y) = (3.27656, 3.30032)
5172: (x,y) = (3.27752, 3.3006)
5173: (x,y) = (3.2782, 3.30133)
5174: (x,y) = (3.27891, 3.30203)
5175: (x,y) = (3.27935, 3.30293)
5176: (x,y) = (3.27959, 3.3039)
5177: (x,y) = (3.28057, 3.30411)
5178: (x,y) = (3.28157, 3.30416)
5179: (x,y) = (3.28248, 3.30457)
5180: (x,y) = (3.28322, 3.30524)
5181: (x,y) = (3.28417, 3.30557)
5182: (x,y) = (3.28516, 3.30567)
5183: (x,y) = (3.28547, 3.30662)
5184: (x,y) = (3.28565, 3.30761)
5185: (x,y) = (3.28626, 3.30839)
5186: (x,y) = (3.2866, 3.30933)
5187: (x,y) = (3.28752, 3.30974)
5188: (x,y) = (3.28792, 3.31065)
5189: (x,y) = (3.28866, 3.31134)
5190: (x,y) = (3.28944, 3.31195)
5191: (x,y) = (3.29039, 3.31228)
5192: (x,y) = (3.29093, 3.31312)
5193: (x,y) = (3.29112, 3.3141)
5194: (x,y) = (3.29164, 3.31495)
5195: (x,y) = (3.29212, 3.31583)
5196: (x,y) = (3.29221, 3.31682)
5197: (x,y) = (3.29245, 3.3178)
5198: (x,y) = (3.29263, 3.31878)
5199: (x,y) = (3.29362, 3.31892)
5200: (x,y) = (3.29388, 3.31989)
5201: (x,y) = (3.2943, 3.32079)
5202: (x,y) = (3.29484, 3.32163)
5203: (x,y) = (3.29497, 3.32262)
5204: (x,y) = (3.29534, 3.32355)
5205: (x,y) = (3.29605, 3.32426)
5206: (x,y) = (3.29662, 3.32508)
5207: (x,y) = (3.29761, 3.3252)
5208: (x,y) = (3.29826, 3.32596)
5209: (x,y) = (3.29903, 3.32659)
5210: (x,y) = (3.29963, 3.32739)
5211: (x,y) = (3.30063, 3.32744)
5212: (x,y) = (3.30154, 3.32787)
5213: (x,y) = (3.30164, 3.32886)
5214: (x,y) = (3.30264, 3.32897)
5215: (x,y) = (3.30364, 3.329)
5216: (x,y) = (3.30461, 3.32924)
5217: (x,y) = (3.30534, 3.32993)
5218: (x,y) = (3.30536, 3.33093)
5219: (x,y) = (3.30551, 3.33191)
5220: (x,y) = (3.30637, 3.33243)
5221: (x,y) = (3.30675, 3.33336)
5222: (x,y) = (3.30729, 3.33419)
5223: (x,y) = (3.30743, 3.33518)
5224: (x,y) = (3.30841, 3.33536)
5225: (x,y) = (3.30917, 3.33601)
5226: (x,y) = (3.30967, 3.33688)
5227: (x,y) = (3.31065, 3.33707)
5228: (x,y) = (3.3116, 3.33738)
5229: (x,y) = (3.31193, 3.33833)
5230: (x,y) = (3.31292, 3.33841)
5231: (x,y) = (3.31383, 3.33884)
5232: (x,y) = (3.31449, 3.33959)
5233: (x,y) = (3.31452, 3.34059)
5234: (x,y) = (3.31552, 3.34062)
5235: (x,y) = (3.31641, 3.34108)
5236: (x,y) = (3.3174, 3.3412)
5237: (x,y) = (3.31768, 3.34216)
5238: (x,y) = (3.31832, 3.34293)
5239: (x,y) = (3.31918, 3.34344)
5240: (x,y) = (3.31971, 3.34429)
5241: (x,y) = (3.3207, 3.34439)
5242: (x,y) = (3.32146, 3.34505)
5243: (x,y) = (3.32234, 3.34552)
5244: (x,y) = (3.32298, 3.34629)
5245: (x,y) = (3.32393, 3.3466)
5246: (x,y) = (3.3244, 3.34748)
5247: (x,y) = (3.32538, 3.3477)
5248: (x,y) = (3.32586, 3.34858)
5249: (x,y) = (3.3268, 3.34892)
5250: (x,y) = (3.32773, 3.34929)
5251: (x,y) = (3.32856, 3.34985)
5252: (x,y) = (3.32929, 3.35054)
5253: (x,y) = (3.3302, 3.35096)
5254: (x,y) = (3.33114, 3.3513)
5255: (x,y) = (3.33115, 3.3523)
5256: (x,y) = (3.33209, 3.35264)
5257: (x,y) = (3.33303, 3.353)
5258: (x,y) = (3.33403, 3.35305)
5259: (x,y) = (3.33503, 3.35309)
5260: (x,y) = (3.33602, 3.35314)
5261: (x,y) = (3.33657, 3.35398)
5262: (x,y) = (3.33745, 3.35445)
5263: (x,y) = (3.33804, 3.35526)
5264: (x,y) = (3.33826, 3.35623)
5265: (x,y) = (3.33849, 3.35721)
5266: (x,y) = (3.3392, 3.35791)
5267: (x,y) = (3.33974, 3.35875)
5268: (x,y) = (3.34023, 3.35963)
5269: (x,y) = (3.34094, 3.36032)
5270: (x,y) = (3.34194, 3.36032)
5271: (x,y) = (3.34287, 3.3607)
5272: (x,y) = (3.34381, 3.36104)
5273: (x,y) = (3.34469, 3.36152)
5274: (x,y) = (3.34566, 3.36173)
5275: (x,y) = (3.34659, 3.36211)
5276: (x,y) = (3.34735, 3.36276)
5277: (x,y) = (3.34745, 3.36376)
5278: (x,y) = (3.34818, 3.36444)
5279: (x,y) = (3.3491, 3.36484)
5280: (x,y) = (3.34991, 3.36542)
5281: (x,y) = (3.35012, 3.3664)
5282: (x,y) = (3.35014, 3.3674)
5283: (x,y) = (3.35074, 3.3682)
5284: (x,y) = (3.35116, 3.3691)
5285: (x,y) = (3.35191, 3.36977)
5286: (x,y) = (3.35291, 3.36981)
5287: (x,y) = (3.3532, 3.37076)
5288: (x,y) = (3.35342, 3.37174)
5289: (x,y) = (3.35405, 3.37251)
5290: (x,y) = (3.35411, 3.37351)
5291: (x,y) = (3.35412, 3.37451)
5292: (x,y) = (3.35482, 3.37523)
5293: (x,y) = (3.35556, 3.3759)
5294: (x,y) = (3.35615, 3.37671)
5295: (x,y) = (3.35678, 3.37749)
5296: (x,y) = (3.35745, 3.37823)
5297: (x,y) = (3.35792, 3.37911)
5298: (x,y) = (3.35793, 3.38011)
5299: (x,y) = (3.35854, 3.38091)
5300: (x,y) = (3.35951, 3.38114)
5301: (x,y) = (3.36049, 3.38134)
5302: (x,y) = (3.36148, 3.38148)
5303: (x,y) = (3.36164, 3.38247)
5304: (x,y) = (3.36263, 3.38256)
5305: (x,y) = (3.36319, 3.38339)
5306: (x,y) = (3.36407, 3.38386)
5307: (x,y) = (3.36507, 3.38389)
5308: (x,y) = (3.36514, 3.38489)
5309: (x,y) = (3.36609, 3.3852)
5310: (x,y) = (3.36708, 3.38534)
5311: (x,y) = (3.36758, 3.3862)
5312: (x,y) = (3.36857, 3.38636)
5313: (x,y) = (3.36957, 3.38638)
5314: (x,y) = (3.37033, 3.38703)
5315: (x,y) = (3.37101, 3.38777)
5316: (x,y) = (3.37181, 3.38837)
5317: (x,y) = (3.37278, 3.38861)
5318: (x,y) = (3.3731, 3.38955)
5319: (x,y) = (3.37408, 3.38978)
5320: (x,y) = (3.37415, 3.39078)
5321: (x,y) = (3.37515, 3.39083)
5322: (x,y) = (3.37584, 3.39155)
5323: (x,y) = (3.37684, 3.39165)
5324: (x,y) = (3.37768, 3.39218)
5325: (x,y) = (3.37821, 3.39303)
5326: (x,y) = (3.37921, 3.39312)
5327: (x,y) = (3.37992, 3.39383)
5328: (x,y) = (3.38086, 3.39417)
5329: (x,y) = (3.3818, 3.39451)
5330: (x,y) = (3.38272, 3.39488)
5331: (x,y) = (3.38372, 3.39488)
5332: (x,y) = (3.38413, 3.3958)
5333: (x,y) = (3.38457, 3.3967)
5334: (x,y) = (3.38555, 3.39687)
5335: (x,y) = (3.38599, 3.39777)
5336: (x,y) = (3.3863, 3.39872)
5337: (x,y) = (3.38663, 3.39967)
5338: (x,y) = (3.38748, 3.40018)
5339: (x,y) = (3.38824, 3.40084)
5340: (x,y) = (3.38871, 3.40172)
5341: (x,y) = (3.38925, 3.40256)
5342: (x,y) = (3.38958, 3.4035)
5343: (x,y) = (3.39041, 3.40406)
5344: (x,y) = (3.39105, 3.40483)
5345: (x,y) = (3.39139, 3.40577)
5346: (x,y) = (3.3917, 3.40672)
5347: (x,y) = (3.39182, 3.40771)
5348: (x,y) = (3.39186, 3.40871)
5349: (x,y) = (3.39276, 3.40913)
5350: (x,y) = (3.39375, 3.40931)
5351: (x,y) = (3.39475, 3.40934)
5352: (x,y) = (3.39575, 3.40941)
5353: (x,y) = (3.39607, 3.41036)
5354: (x,y) = (3.3969, 3.41092)
5355: (x,y) = (3.39753, 3.4117)
5356: (x,y) = (3.3982, 3.41244)
5357: (x,y) = (3.39854, 3.41338)
5358: (x,y) = (3.39937, 3.41394)
5359: (x,y) = (3.39987, 3.4148)
5360: (x,y) = (3.40031, 3.4157)
5361: (x,y) = (3.40082, 3.41656)
5362: (x,y) = (3.40141, 3.41737)
5363: (x,y) = (3.4024, 3.41754)
5364: (x,y) = (3.40277, 3.41847)
5365: (x,y) = (3.40339, 3.41926)
5366: (x,y) = (3.40438, 3.41936)
5367: (x,y) = (3.40515, 3.42)
5368: (x,y) = (3.40613, 3.42019)
5369: (x,y) = (3.40711, 3.4204)
5370: (x,y) = (3.40769, 3.42121)
5371: (x,y) = (3.4083, 3.42201)
5372: (x,y) = (3.40897, 3.42275)
5373: (x,y) = (3.40904, 3.42375)
5374: (x,y) = (3.40917, 3.42474)
5375: (x,y) = (3.41009, 3.42513)
5376: (x,y) = (3.41104, 3.42546)
5377: (x,y) = (3.41197, 3.42583)
5378: (x,y) = (3.41207, 3.42683)
5379: (x,y) = (3.41249, 3.42773)
5380: (x,y) = (3.41323, 3.42841)
5381: (x,y) = (3.41386, 3.42919)
5382: (x,y) = (3.41461, 3.42985)
5383: (x,y) = (3.41558, 3.43007)
5384: (x,y) = (3.41602, 3.43097)
5385: (x,y) = (3.417, 3.43116)
5386: (x,y) = (3.41775, 3.43183)
5387: (x,y) = (3.41853, 3.43246)
5388: (x,y) = (3.41924, 3.43316)
5389: (x,y) = (3.4193, 3.43415)
5390: (x,y) = (3.42017, 3.43464)
5391: (x,y) = (3.42019, 3.43564)
5392: (x,y) = (3.42094, 3.4363)
5393: (x,y) = (3.4217, 3.43695)
5394: (x,y) = (3.42207, 3.43788)
5395: (x,y) = (3.42269, 3.43867)
5396: (x,y) = (3.42363, 3.43901)
5397: (x,y) = (3.42444, 3.4396)
5398: (x,y) = (3.42544, 3.43961)
5399: (x,y) = (3.42635, 3.44002)
5400: (x,y) = (3.42705, 3.44074)
5401: (x,y) = (3.428, 3.44103)
5402: (x,y) = (3.42898, 3.44126)
5403: (x,y) = (3.42903, 3.44226)
5404: (x,y) = (3.43003, 3.44229)
5405: (x,y) = (3.43054, 3.44315)
5406: (x,y) = (3.43106, 3.44401)
5407: (x,y) = (3.43205, 3.44414)
5408: (x,y) = (3.43272, 3.44489)
5409: (x,y) = (3.43361, 3.44534)
5410: (x,y) = (3.43382, 3.44632)
5411: (x,y) = (3.4348, 3.44651)
5412: (x,y) = (3.43483, 3.44751)
5413: (x,y) = (3.43533, 3.44838)
5414: (x,y) = (3.43618, 3.44891)
5415: (x,y) = (3.43716, 3.44911)
5416: (x,y) = (3.43799, 3.44967)
5417: (x,y) = (3.43813, 3.45066)
5418: (x,y) = (3.43903, 3.45109)
5419: (x,y) = (3.43929, 3.45205)
5420: (x,y) = (3.43953, 3.45302)
5421: (x,y) = (3.43988, 3.45396)
5422: (x,y) = (3.44044, 3.45479)
5423: (x,y) = (3.44094, 3.45566)
5424: (x,y) = (3.44139, 3.45655)
5425: (x,y) = (3.44216, 3.45719)
5426: (x,y) = (3.44315, 3.45723)
5427: (x,y) = (3.44395, 3.45783)
5428: (x,y) = (3.44488, 3.4582)
5429: (x,y) = (3.44585, 3.45844)
5430: (x,y) = (3.44638, 3.45929)
5431: (x,y) = (3.44671, 3.46024)
5432: (x,y) = (3.44765, 3.46056)
5433: (x,y) = (3.44864, 3.46068)
5434: (x,y) = (3.44963, 3.46084)
5435: (x,y) = (3.45044, 3.46143)
5436: (x,y) = (3.45101, 3.46225)
5437: (x,y) = (3.45193, 3.46265)
5438: (x,y) = (3.45292, 3.46279)
5439: (x,y) = (3.45363, 3.4635)
5440: (x,y) = (3.45392, 3.46446)
5441: (x,y) = (3.45404, 3.46545)
5442: (x,y) = (3.45485, 3.46604)
5443: (x,y) = (3.45509, 3.46701)
5444: (x,y) = (3.45585, 3.46766)
5445: (x,y) = (3.45595, 3.46866)
5446: (x,y) = (3.45602, 3.46966)
5447: (x,y) = (3.45681, 3.47027)
5448: (x,y) = (3.45775, 3.4706)
5449: (x,y) = (3.45864, 3.47107)
5450: (x,y) = (3.45951, 3.47155)
5451: (x,y) = (3.46049, 3.47174)
5452: (x,y) = (3.46054, 3.47274)
5453: (x,y) = (3.46154, 3.47274)
5454: (x,y) = (3.4621, 3.47357)
5455: (x,y) = (3.46302, 3.47398)
5456: (x,y) = (3.46328, 3.47494)
5457: (x,y) = (3.46427, 3.47505)
5458: (x,y) = (3.46497, 3.47577)
5459: (x,y) = (3.46507, 3.47676)
5460: (x,y) = (3.46579, 3.47746)
5461: (x,y) = (3.4666, 3.47804)
5462: (x,y) = (3.46702, 3.47895)
5463: (x,y) = (3.46713, 3.47994)
5464: (x,y) = (3.46783, 3.48065)
5465: (x,y) = (3.46794, 3.48165)
5466: (x,y) = (3.4688, 3.48215)
5467: (x,y) = (3.46979, 3.4823)
5468: (x,y) = (3.47043, 3.48307)
5469: (x,y) = (3.47057, 3.48406)
5470: (x,y) = (3.47157, 3.48406)
5471: (x,y) = (3.47257, 3.48408)
5472: (x,y) = (3.47342, 3.48461)
5473: (x,y) = (3.47409, 3.48535)
5474: (x,y) = (3.47507, 3.48554)
5475: (x,y) = (3.47606, 3.48571)
5476: (x,y) = (3.47671, 3.48647)
5477: (x,y) = (3.47771, 3.48659)
5478: (x,y) = (3.47858, 3.48707)
5479: (x,y) = (3.4792, 3.48786)
5480: (x,y) = (3.47996, 3.4885)
5481: (x,y) = (3.4801, 3.48949)
5482: (x,y) = (3.48017, 3.49049)
5483: (x,y) = (3.48092, 3.49115)
5484: (x,y) = (3.48192, 3.49118)
5485: (x,y) = (3.48215, 3.49216)
5486: (x,y) = (3.48263, 3.49303)
5487: (x,y) = (3.48301, 3.49396)
5488: (x,y) = (3.48401, 3.49396)
5489: (x,y) = (3.48437, 3.49489)
5490: (x,y) = (3.48526, 3.49535)
5491: (x,y) = (3.4854, 3.49634)
5492: (x,y) = (3.48555, 3.49732)
5493: (x,y) = (3.48569, 3.49832)
5494: (x,y) = (3.48613, 3.49921)
5495: (x,y) = (3.48615, 3.50021)
5496: (x,y) = (3.48691, 3.50086)
5497: (x,y) = (3.4874, 3.50173)
5498: (x,y) = (3.48781, 3.50264)
5499: (x,y) = (3.48823, 3.50355)
5500: (x,y) = (3.48921, 3.50374)
5501: (x,y) = (3.48938, 3.50473)
5502: (x,y) = (3.49028, 3.50517)
5503: (x,y) = (3.49127, 3.5053)
5504: (x,y) = (3.49227, 3.50539)
5505: (x,y) = (3.49326, 3.50553)
5506: (x,y) = (3.49401, 3.50619)
5507: (x,y) = (3.49496, 3.5065)
5508: (x,y) = (3.49596, 3.50655)
5509: (x,y) = (3.4961, 3.50754)
5510: (x,y) = (3.49665, 3.50838)
5511: (x,y) = (3.49733, 3.50911)
5512: (x,y) = (3.49833, 3.5092)
5513: (x,y) = (3.4989, 3.51002)
5514: (x,y) = (3.49965, 3.51067)
5515: (x,y) = (3.49983, 3.51166)
5516: (x,y) = (3.50073, 3.51208)
5517: (x,y) = (3.50086, 3.51307)
5518: (x,y) = (3.50087, 3.51407)
5519: (x,y) = (3.50152, 3.51484)
5520: (x,y) = (3.50251, 3.51491)
5521: (x,y) = (3.50297, 3.5158)
5522: (x,y) = (3.50379, 3.51637)
5523: (x,y) = (3.50437, 3.51718)
5524: (x,y) = (3.50443, 3.51818)
5525: (x,y) = (3.50475, 3.51913)
5526: (x,y) = (3.50569, 3.51947)
5527: (x,y) = (3.50615, 3.52036)
5528: (x,y) = (3.50618, 3.52136)
5529: (x,y) = (3.50702, 3.5219)
5530: (x,y) = (3.50712, 3.5229)
5531: (x,y) = (3.50806, 3.52326)
5532: (x,y) = (3.50886, 3.52386)
5533: (x,y) = (3.50889, 3.52486)
5534: (x,y) = (3.50965, 3.52551)
5535: (x,y) = (3.50973, 3.52651)
5536: (x,y) = (3.50977, 3.52751)
5537: (x,y) = (3.51017, 3.52842)
5538: (x,y) = (3.51117, 3.52846)
5539: (x,y) = (3.51217, 3.52846)
5540: (x,y) = (3.51283, 3.52921)
5541: (x,y) = (3.51295, 3.5302)
5542: (x,y) = (3.51348, 3.53105)
5543: (x,y) = (3.5141, 3.53184)
5544: (x,y) = (3.5151, 3.53189)
5545: (x,y) = (3.5157, 3.53269)
5546: (x,y) = (3.51573, 3.53369)
5547: (x,y) = (3.51666, 3.53406)
5548: (x,y) = (3.51705, 3.53499)
5549: (x,y) = (3.51802, 3.53521)
5550: (x,y) = (3.51838, 3.53614)
5551: (x,y) = (3.51934, 3.53644)
5552: (x,y) = (3.51941, 3.53743)
5553: (x,y) = (3.52035, 3.53776)
5554: (x,y) = (3.52102, 3.5385)
5555: (x,y) = (3.52188, 3.53902)
5556: (x,y) = (3.52285, 3.53926)
5557: (x,y) = (3.52334, 3.54013)
5558: (x,y) = (3.52411, 3.54076)
5559: (x,y) = (3.52511, 3.54082)
5560: (x,y) = (3.52611, 3.54082)
5561: (x,y) = (3.52689, 3.54145)
5562: (x,y) = (3.52766, 3.54209)
5563: (x,y) = (3.52773, 3.54309)
5564: (x,y) = (3.52867, 3.54343)
5565: (x,y) = (3.52942, 3.54408)
5566: (x,y) = (3.53033, 3.54451)
5567: (x,y) = (3.53076, 3.54541)
5568: (x,y) = (3.53114, 3.54633)
5569: (x,y) = (3.53214, 3.54637)
5570: (x,y) = (3.5324, 3.54733)
5571: (x,y) = (3.53277, 3.54826)
5572: (x,y) = (3.53369, 3.54867)
5573: (x,y) = (3.53384, 3.54966)
5574: (x,y) = (3.53484, 3.54971)
5575: (x,y) = (3.53531, 3.55059)
5576: (x,y) = (3.5363, 3.55069)
5577: (x,y) = (3.53683, 3.55154)
5578: (x,y) = (3.53765, 3.55212)
5579: (x,y) = (3.53837, 3.55281)
5580: (x,y) = (3.53931, 3.55317)
5581: (x,y) = (3.53936, 3.55417)
5582: (x,y) = (3.53948, 3.55516)
5583: (x,y) = (3.5396, 3.55615)
5584: (x,y) = (3.54042, 3.55673)
5585: (x,y) = (3.54142, 3.55681)
5586: (x,y) = (3.54202, 3.55761)
5587: (x,y) = (3.54299, 3.55787)
5588: (x,y) = (3.54329, 3.55882)
5589: (x,y) = (3.5441, 3.55941)
5590: (x,y) = (3.54476, 3.56017)
5591: (x,y) = (3.54557, 3.56075)
5592: (x,y) = (3.54653, 3.56101)
5593: (x,y) = (3.54684, 3.56196)
5594: (x,y) = (3.54734, 3.56283)
5595: (x,y) = (3.54792, 3.56365)
5596: (x,y) = (3.54862, 3.56436)
5597: (x,y) = (3.54895, 3.5653)
5598: (x,y) = (3.54905, 3.5663)
5599: (x,y) = (3.54983, 3.56692)
5600: (x,y) = (3.55075, 3.56733)
5601: (x,y) = (3.5509, 3.56832)
5602: (x,y) = (3.55184, 3.56866)
5603: (x,y) = (3.55198, 3.56965)
5604: (x,y) = (3.5524, 3.57056)
5605: (x,y) = (3.55256, 3.57155)
5606: (x,y) = (3.55313, 3.57236)
5607: (x,y) = (3.55338, 3.57334)
5608: (x,y) = (3.55367, 3.57429)
5609: (x,y) = (3.55391, 3.57526)
5610: (x,y) = (3.55447, 3.57609)
5611: (x,y) = (3.55547, 3.57614)
5612: (x,y) = (3.55608, 3.57693)
5613: (x,y) = (3.55615, 3.57793)
5614: (x,y) = (3.55712, 3.57819)
5615: (x,y) = (3.55811, 3.57827)
5616: (x,y) = (3.55911, 3.57836)
5617: (x,y) = (3.56, 3.57882)
5618: (x,y) = (3.561, 3.57885)
5619: (x,y) = (3.56198, 3.57908)
5620: (x,y) = (3.56287, 3.57951)
5621: (x,y) = (3.56359, 3.58021)
5622: (x,y) = (3.56406, 3.58109)
5623: (x,y) = (3.56465, 3.5819)
5624: (x,y) = (3.56561, 3.58219)
5625: (x,y) = (3.56614, 3.58304)
5626: (x,y) = (3.56713, 3.58313)
5627: (x,y) = (3.56804, 3.58355)
5628: (x,y) = (3.56813, 3.58455)
5629: (x,y) = (3.56844, 3.5855)
5630: (x,y) = (3.56876, 3.58644)
5631: (x,y) = (3.56976, 3.58655)
5632: (x,y) = (3.56981, 3.58755)
5633: (x,y) = (3.5702, 3.58847)
5634: (x,y) = (3.5712, 3.58856)
5635: (x,y) = (3.57196, 3.5892)
5636: (x,y) = (3.5721, 3.59019)
5637: (x,y) = (3.57292, 3.59076)
5638: (x,y) = (3.57316, 3.59173)
5639: (x,y) = (3.57388, 3.59243)
5640: (x,y) = (3.57412, 3.5934)
5641: (x,y) = (3.57481, 3.59413)
5642: (x,y) = (3.57569, 3.5946)
5643: (x,y) = (3.57616, 3.59548)
5644: (x,y) = (3.57704, 3.59595)
5645: (x,y) = (3.57786, 3.59652)
5646: (x,y) = (3.57863, 3.59717)
5647: (x,y) = (3.5792, 3.59799)
5648: (x,y) = (3.58005, 3.59852)
5649: (x,y) = (3.58065, 3.59931)
5650: (x,y) = (3.5815, 3.59984)
5651: (x,y) = (3.58247, 3.60009)
5652: (x,y) = (3.58317, 3.60079)
5653: (x,y) = (3.58391, 3.60148)
5654: (x,y) = (3.5843, 3.6024)
5655: (x,y) = (3.58442, 3.60339)
5656: (x,y) = (3.58525, 3.60395)
5657: (x,y) = (3.58584, 3.60476)
5658: (x,y) = (3.58639, 3.60559)
5659: (x,y) = (3.58716, 3.60623)
5660: (x,y) = (3.58814, 3.60644)
5661: (x,y) = (3.58824, 3.60743)
5662: (x,y) = (3.58924, 3.60755)
5663: (x,y) = (3.59015, 3.60796)
5664: (x,y) = (3.59106, 3.60838)
5665: (x,y) = (3.592, 3.60871)
5666: (x,y) = (3.59278, 3.60934)
5667: (x,y) = (3.59314, 3.61027)
5668: (x,y) = (3.59324, 3.61127)
5669: (x,y) = (3.59412, 3.61175)
5670: (x,y) = (3.59419, 3.61275)
5671: (x,y) = (3.59476, 3.61357)
5672: (x,y) = (3.59537, 3.61436)
5673: (x,y) = (3.59602, 3.61512)
5674: (x,y) = (3.59693, 3.61553)
5675: (x,y) = (3.59737, 3.61643)
5676: (x,y) = (3.59837, 3.61644)
5677: (x,y) = (3.59906, 3.61716)
5678: (x,y) = (3.59998, 3.61755)
5679: (x,y) = (3.60054, 3.61838)
5680: (x,y) = (3.6008, 3.61935)
5681: (x,y) = (3.60113, 3.62029)
5682: (x,y) = (3.60135, 3.62127)
5683: (x,y) = (3.60144, 3.62227)
5684: (x,y) = (3.60208, 3.62303)
5685: (x,y) = (3.60286, 3.62366)
5686: (x,y) = (3.60352, 3.62442)
5687: (x,y) = (3.60381, 3.62537)
5688: (x,y) = (3.6048, 3.62553)
5689: (x,y) = (3.60537, 3.62635)
5690: (x,y) = (3.60605, 3.62708)
5691: (x,y) = (3.60704, 3.62723)
5692: (x,y) = (3.60782, 3.62786)
5693: (x,y) = (3.60836, 3.6287)
5694: (x,y) = (3.60869, 3.62965)
5695: (x,y) = (3.60895, 3.63061)
5696: (x,y) = (3.60956, 3.6314)
5697: (x,y) = (3.61032, 3.63206)
5698: (x,y) = (3.61042, 3.63305)
5699: (x,y) = (3.61112, 3.63377)
5700: (x,y) = (3.61146, 3.63471)
5701: (x,y) = (3.61151, 3.63571)
5702: (x,y) = (3.61236, 3.63624)
5703: (x,y) = (3.61323, 3.63673)
5704: (x,y) = (3.61417, 3.63707)
5705: (x,y) = (3.61517, 3.63715)
5706: (x,y) = (3.61544, 3.63812)
5707: (x,y) = (3.61625, 3.6387)
5708: (x,y) = (3.61725, 3.63877)
5709: (x,y) = (3.61805, 3.63938)
5710: (x,y) = (3.61904, 3.63948)
5711: (x,y) = (3.61937, 3.64043)
